Temp: 25.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.65 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.74 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.52 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.74 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.68 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.65 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.79 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.76 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.68 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.52 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.79 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.65 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.76 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.74 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.65 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.79 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.71 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.68 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.74 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.76 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.68 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.74 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.89 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.86 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.73 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.73 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.81 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.49 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.51 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.62 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.43 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.36 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.41 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.49 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.25 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.41 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.51 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.28 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.38 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.28 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.30 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.28 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.36 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.25 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.38 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.38 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.51 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.49 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.51 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.30 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.51 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.62 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.54 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.33 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.73 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.78 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.62 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.75 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.73 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.70 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.83 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.86 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.83 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.86 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.86 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.21 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.10 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 39.99 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.07 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.10 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.16 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.16 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.29 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.24 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.42 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.53 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.72 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.48 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.59 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.61 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.48 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.72 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.75 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.72 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.80 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.97 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.97 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 40.99 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.16 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.08 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.21 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.30 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.41 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.46 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.52 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.52 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.60 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.76 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.82 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 41.85 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.04 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.04 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.10 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.04 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.01 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.41 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.24 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.24 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.41 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.24 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.49 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.57 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.49 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.66 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.66 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.94 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.94 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.77 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.91 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.91 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 42.97 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.17 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.28 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.25 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.40 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.40 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.43 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.48 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.63 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.83 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.80 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.77 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.89 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.89 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.94 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 43.89 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
Temp: 44.18 C | Vazao: 0.00 L/min | Cooler: 0% | Resistencia: ON
